url,title,path,qry
https://www.facebook.com/RepJimmyPanetta/posts/happy-mothers-day-feeling-especially-thankful-today-for-the-wonderful-women-in-m/436206233495181/,,RepJimmyPanetta,Jimmy Panetta
https://www.facebook.com/USABrad/,,USABrad,Brad Wenstrup
https://www.facebook.com/MikieSherrillForCongress/,Mikie Sherrill - Home | Facebook,MikieSherrillForCongress,Mikie Sherrill
https://www.facebook.com/RepChrissyHoulahan/,U.S. Representative Chrissy Houlahan - Home | Facebook,RepChrissyHoulahan,Chrissy Houlahan
https://www.facebook.com/SpanbergerForCongress/videos/796146327623654/,Abigail Spanberger Addresses Seventh District Following ...,SpanbergerForCongress,Abigail Spanberger
http://www.facebook.com/a1treeremoval,A1 Tree Removal & Landscaping,a1treeremoval,Bob Latta
https://www.facebook.com/repunderwood/,Rep. Lauren Underwood - Home | Facebook,repunderwood,Lauren Underwood
https://www.facebook.com/RepCloudTX/videos/congressman-cloud-on-fox-friends-first/185696872703411/,Congressman Cloud on Fox & Friends First,RepCloudTX,Michael Cloud
https://www.facebook.com/reptrentkelly,Representative Trent Kelly - Home | Facebook,reptrentkelly,Trent Kelly
https://www.facebook.com/RepRoKhanna/,Rep. Ro Khanna - Home | Facebook,RepRoKhanna,Ro Khanna
https://www.facebook.com/brendan.boyle.7165/,,brendan.boyle.7165,Brendan Boyle
https://www.facebook.com/RepMullin/posts/many-of-you-know-that-my-family-is-the-center-of-my-life-and-being-a-dad-is-the-/2561631573884983/,,RepMullin,Markwayne Mullin
https://www.facebook.com/RepRobWittman,Rep. Rob Wittman - Home | Facebook,RepRobWittman,Rob Wittman
https://www.facebook.com/ReElectNydiaVelazquezToCongress/,,ReElectNydiaVelazquezToCongress,Nydia Velázquez
https://www.facebook.com/RepRaulRuizMD/photos/,,RepRaulRuizMD,Raul Ruiz
https://www.facebook.com/TakanoCA/,,TakanoCA,Mark Takano
https://www.facebook.com/debbie.dingell/,Debbie Dingell - Home | Facebook,debbie.dingell,Debbie Dingell
https://www.facebook.com/TomReedforCongress/,Tom Reed - Home | Facebook,TomReedforCongress,Tom Reed
https://www.facebook.com/RepresentativeDougCollins/,Representative Doug Collins - Home | Facebook,RepresentativeDougCollins,Doug Collins
https://www.facebook.com/janschakowsky,Jan Schakowsky - Home | Facebook,janschakowsky,Jan Schakowsky
https://www.facebook.com/RepBenCline,Congressman Ben Cline - Home | Facebook,RepBenCline,Ben Cline
https://www.facebook.com/RepSteveScalise/,Congressman Steve Scalise - Home | Facebook,RepSteveScalise,Steve Scalise
https://www.facebook.com/RepFrenchHill/,Congressman French Hill - Home | Facebook,RepFrenchHill,French Hill
https://www.facebook.com/RepDavids/,Representative Sharice Davids - Home | Facebook,RepDavids,Sharice Davids
https://www.facebook.com/RepDebHaaland/,Congresswoman Deb Haaland - Home | Facebook,RepDebHaaland,Deb Haaland
https://www.facebook.com/RepFletcher/,Congresswoman Lizzie Fletcher - Home | Facebook,RepFletcher,Lizzie Pannill Fletcher
https://www.facebook.com/RepSusieLee/videos/641740416534450/,Rep. Susie Lee Hosts Mental Health Resources Town Hall on ...,RepSusieLee,Susie Lee
https://www.facebook.com/GriffithMorganHouse,Griffith Morgan House,GriffithMorganHouse,Morgan Griffith
https://www.facebook.com/RepEdCase/,Congressman Ed Case - Home | Facebook,RepEdCase,Ed Case
https://www.facebook.com/RepBrindisi/,Rep. Anthony Brindisi - Home | Facebook,RepBrindisi,Anthony Brindisi
https://www.facebook.com/anthonygonzalezofficial/,,anthonygonzalezofficial,Anthony Gonzalez
https://www.facebook.com/kevinomccarthy/,,kevinomccarthy,Kevin McCarthy
https://www.facebook.com/pages/category/Government-Official/Congressman-Tom-McClintock-81125319109/,Congressman Tom McClintock - Home | Facebook,pages,Tom McClintock
https://www.facebook.com/RepShalala/,Congresswoman Donna Shalala - Home | Facebook,RepShalala,Donna Shalala
https://www.facebook.com/Petersonforcongress/,Collin Peterson - Home | Facebook,Petersonforcongress,Collin Peterson
https://www.facebook.com/MeuserforCongress/photos/,,MeuserforCongress,Dan Meuser
https://www.facebook.com/RepHagedorn/videos/2001074083357666/,Rep. Hagedorn and Secretary Perdue in Albert Lea,RepHagedorn,Jim Hagedorn
https://www.facebook.com/bergmanforcongress/,Jack Bergman - Home | Facebook,bergmanforcongress,Jack Bergman
https://www.facebook.com/RepMoolenaar/,Rep. John Moolenaar - Home | Facebook,RepMoolenaar,John Moolenaar
https://www.facebook.com/RossSpano/,Ross Spano - Home | Facebook,RossSpano,Ross Spano
https://www.facebook.com/RepGianforte/videos/gianforte-urges-more-research-on-link-between-marijuana-use-and-mental-health/518547332131502/,Gianforte Urges More Research on Link Between Marijuana ...,RepGianforte,Greg Gianforte
https://www.facebook.com/RepMikeThompson/videos/thompson-april-15-2020-update-on-the-coronavirus/2514602528802491/,"Congressman Mike Thompson - Thompson April 15, 2020 ...",RepMikeThompson,Mike Thompson
https://www.facebook.com/CheriBustosForCongress/,,CheriBustosForCongress,Cheri Bustos
https://www.facebook.com/RepCloudTX/videos/the-chinese-government-must-be-held-accountable-for-the-spread-of-covid-19/529306484627714/,The Chinese Government Must Be Held Accountable for the ...,RepCloudTX,Michael Cloud
https://www.facebook.com/CongressmanClayHiggins,Congressman Clay Higgins - Home | Facebook,CongressmanClayHiggins,Clay Higgins
https://www.facebook.com/biggsforcongress/,,biggsforcongress,Andy Biggs
https://www.facebook.com/kevinbrady/about/,,kevinbrady,Kevin Brady
https://www.facebook.com/RepMikeThompson/videos/thompson-student-leader-town-hall-annoucement/429946314759216/,Congressman Mike Thompson - Thompson Student Leader ...,RepMikeThompson,Mike Thompson
https://www.facebook.com/DrRaulRuiz/,Dr. Raul Ruiz - Home | Facebook,DrRaulRuiz,Raul Ruiz
https://www.facebook.com/KendraHornForCongress/posts,,KendraHornForCongress,Kendra Horn
https://www.facebook.com/RepRaulRuizMD/videos/dr-ruiz-appears-on-nbc-palm-springs-silver-linings/2003415406456084/,"Dr. Ruiz Appears on NBC Palm Springs' ""Silver Linings""",RepRaulRuizMD,Raul Ruiz
https://www.facebook.com/repchuck/posts/this-morning-in-my-chattanooga-office-i-visited-with-amac-the-association-of-mat/1991760450835627/,,repchuck,Chuck Fleischmann
https://www.facebook.com/pg/Jordansbarbershop95,Jim Jordan's Barber Shop,pg,Jim Jordan
https://www.facebook.com/MikeJohnsonfor27/,State Representative Mike Johnson - Home | Facebook,MikeJohnsonfor27,Mike Johnson
https://www.facebook.com/CongressmanNadler,Congressman Jerry Nadler - Home | Facebook,CongressmanNadler,Jerrold Nadler
https://www.facebook.com/JGOPR51/photos/,,JGOPR51,Jenniffer González
https://www.facebook.com/MarkPocan/,Mark Pocan - Home | Facebook,MarkPocan,Mark Pocan
https://www.facebook.com/RepDonYoung/videos/congressman-youngs-2020-census-video-message/651236138838309/,Congressman Don Young - Congressman Young's 2020 Census Video Message,RepDonYoung,Don Young
https://www.facebook.com/LaMalfaUSRep/,,LaMalfaUSRep,Doug LaMalfa
https://www.facebook.com/CongressmanJodyHice/,Congressman Jody Hice - Home | Facebook,CongressmanJodyHice,Jody Hice
https://www.facebook.com/DebforCongress/,Deb Haaland for Congress - Home | Facebook,DebforCongress,Deb Haaland
https://www.facebook.com/RepJeffDuncan/,Congressman Jeff Duncan - Home | Facebook,RepJeffDuncan,Jeff Duncan
https://www.facebook.com/RepRussFulcher/,Rep. Russ Fulcher - Home | Facebook,RepRussFulcher,Russ Fulcher
https://www.facebook.com/CongresswomanWexton/,Congresswoman Jennifer Wexton - Home | Facebook,CongresswomanWexton,Jennifer Wexton
https://www.facebook.com/TheLawOfficeofMcCarthyA.Hawkins,The Law Office Of McCarthy A. Hawkins,TheLawOfficeofMcCarthyA.Hawkins,Kevin McCarthy
https://www.facebook.com/JoyceForCongress/posts/happy-birthday-donald-j-trump-i-wish-you-another-great-year-of-success-and-look-/1392952057509989/,,JoyceForCongress,John Joyce
https://www.facebook.com/VernBuchananForCongress/,,VernBuchananForCongress,Vern Buchanan
https://www.facebook.com/Abby4Iowa/,Abby Finkenauer for Congress - Home | Facebook,Abby4Iowa,Abby Finkenauer
https://www.facebook.com/RepBost/posts/in-february-2017-tracy-worked-with-various-church-groups-in-southern-illinois-an/2012767862084394/,,RepBost,Mike Bost
https://www.facebook.com/congressmanraja,Congressman Raja Krishnamoorthi - Home | Facebook,congressmanraja,Raja Krishnamoorthi
https://www.facebook.com/RepHarley/,Rep. Harley Rouda - Home | Facebook,RepHarley,Harley Rouda
https://www.facebook.com/jbadventurer/videos/eddy-out-or-die/314403469948672/,Jim Baird - Adventurer - Eddy-Out or Die,jbadventurer,Jim Baird
https://www.facebook.com/reptomemmer/,Congressman Tom Emmer - Home | Facebook,reptomemmer,Tom Emmer
https://www.facebook.com/bobbyscottforcongress/,,bobbyscottforcongress,Bobby Scott
https://www.facebook.com/CongressmanFredKeller/videos/1703630723136662/,Congressman Fred Keller - Weekly Recap | 10-3-20,CongressmanFredKeller,Fred Keller
https://www.facebook.com/RepRonWright/,Congressman Ron Wright - Home | Facebook,RepRonWright,Ron Wright
https://www.facebook.com/RobertAderholtforCongress/,,RobertAderholtforCongress,Robert Aderholt
https://www.facebook.com/ayannapressley2/,Ayanna Pressley - Home | Facebook,ayannapressley2,Ayanna Pressley
https://www.facebook.com/BarrForCongress/,Andy Barr - Home | Facebook,BarrForCongress,Andy Barr
https://www.facebook.com/USRepKeating/about/,U.S. Representative Bill Keating - About | Facebook,USRepKeating,Bill Keating
https://www.facebook.com/schneiderforcongress/,Brad Schneider - Home | Facebook,schneiderforcongress,Brad Schneider
https://www.facebook.com/RepAngieCraig/videos/today-i-introduced-legislation-to-provide-small-businesses-with-interest-free-lo/646690416129442/,"Today, I introduced legislation to... - Congresswoman Angie ...",RepAngieCraig,Angie Craig
https://www.facebook.com/ohalleranforaz/videos/ohalleran-running-to-improve-lives-of-az-kids/340471227042918/,O'Halleran Running to Improve Lives of AZ Kids,ohalleranforaz,Tom O'Halleran
https://www.facebook.com/RepJahanaHayes/,Rep Jahana Hayes - Home | Facebook,RepJahanaHayes,Jahana Hayes
https://www.facebook.com/suzannebonamici/,Suzanne Bonamici - Home | Facebook,suzannebonamici,Suzanne Bonamici
https://www.facebook.com/RepJimmyPanetta/posts/436206233495181?comment_tracking=%7B%22tn%22%3A%22O%22%7D,,RepJimmyPanetta,Jimmy Panetta
https://www.facebook.com/RepHarley,Rep. Harley Rouda - Home | Facebook,RepHarley,Harley Rouda
https://www.facebook.com/CongressmanDennyHeck/about/,Congressman Denny Heck - About | Facebook,CongressmanDennyHeck,Denny Heck
https://www.facebook.com/NowThisDaily/videos/rep-lauren-underwood-on-vaccine-hesitancy/111049487539591/,NowThis Daily - Rep. Lauren Underwood on Vaccine Hesitancy,NowThisDaily,Lauren Underwood
https://m.facebook.com/pages/Billys-Long-Bar/148321591859328,Billy's Long Bar,pages,Billy Long
https://www.facebook.com/CongressmanDennyHeck/posts,Congressman Denny Heck - Posts | Facebook,CongressmanDennyHeck,Denny Heck
https://www.facebook.com/WFLANewsChannel8/videos/happening-now-republican-vern-buchanan-is-speaking-after-being-re-elected-in-flo/2470593656398684/,HAPPENING NOW: Republican Vern Buchanan... - WFLA ...,WFLANewsChannel8,Vern Buchanan
https://www.facebook.com/Rep.PeteOlson,Pete Olson - Home | Facebook,Rep.PeteOlson,Pete Olson
https://www.facebook.com/marygayscanlon/,Mary Gay Scanlon - Home | Facebook,marygayscanlon,Mary Gay Scanlon
https://www.facebook.com/RosaDelauro/,Rosa DeLauro - Home | Facebook,RosaDelauro,Rosa DeLauro
https://www.facebook.com/CongresswomanBonamici/videos/congresswoman-suzanne-bonamici-speaks-in-support-of-landmark-legislation-to-prot/2798709003531876/,,CongresswomanBonamici,Suzanne Bonamici
https://www.facebook.com/RepCloudTX/videos/611608239521812/,Congressman Michael Cloud - Another Dysfunctional Day in Congress,RepCloudTX,Michael Cloud
https://www.facebook.com/RepMikeLevin/about/,Representative Mike Levin - About | Facebook,RepMikeLevin,Mike Levin
https://www.facebook.com/tjcoxforcongress/,TJ Cox - Home | Facebook,tjcoxforcongress,TJ Cox
https://www.facebook.com/CongresswomanRosaDeLauro/videos/rep-delauro-covid-19-small-business-guidance/779194905942937/,Rosa DeLauro - Rep. DeLauro COVID-19 Small Business Guidance,CongresswomanRosaDeLauro,Rosa DeLauro
https://www.facebook.com/Elect.Derek.Kilmer/,Friends of Derek Kilmer - Home | Facebook,Elect.Derek.Kilmer,Derek Kilmer
https://www.facebook.com/GregSteube/posts,,GregSteube,Greg Steube
https://www.facebook.com/Walker4NC/,Mark Walker - Home | Facebook,Walker4NC,Mark Walker
https://www.facebook.com/RepDebbieLesko/videos/lesko-talks-due-process-and-investigating-ice-allegations/660825981499168/,Lesko Talks Due Process and Investigating ICE Allegations,RepDebbieLesko,Debbie Lesko
https://www.facebook.com/AndyKimNJ/photos/,,AndyKimNJ,Andy Kim
https://www.facebook.com/RepHaleyStevens/videos/floor-speech-712020/3100493406673281/,Representative Haley Stevens - Floor Speech 7.1.2020,RepHaleyStevens,Haley Stevens
https://www.facebook.com/CongresswomanTitus,Congresswoman Dina Titus - Home | Facebook,CongresswomanTitus,Dina Titus
https://www.facebook.com/congressmangkbutterfield,Congressman G. K. Butterfield - Home | Facebook,congressmangkbutterfield,G. K. Butterfield
https://www.facebook.com/JoeWilson,Joe Wilson - Home | Facebook,JoeWilson,Joe Wilson
https://www.facebook.com/RepMorganGriffith/posts,Congressman Morgan Griffith - Posts | Facebook,RepMorganGriffith,Morgan Griffith
https://www.facebook.com/RepAmiBera/videos/rep-ami-bera-on-alabama-abortion-ban/358997488081843/,,RepAmiBera,Ami Bera
https://www.facebook.com/WalbergforCongress/,Tim Walberg - Home | Facebook,WalbergforCongress,Tim Walberg
https://www.facebook.com/RepJimmyGomez/videos/congressman-gomez-on-the-american-rescue-plan/479884636377832/,Rep. Jimmy Gomez - Congressman Gomez on the American ...,RepJimmyGomez,Jimmy Gomez
https://www.facebook.com/reptomgraves/,Congressman Tom Graves - Home | Facebook,reptomgraves,Tom Graves
https://www.facebook.com/SteveKingIA/,Congressman Steve King - Home | Facebook,SteveKingIA,Steve King
https://www.facebook.com/RepGianforte/videos/gianforte-touts-efforts-to-bridge-digital-divide-in-montana/327367568455166/,Gianforte Touts Efforts to Bridge Digital Divide in Montana,RepGianforte,Greg Gianforte
https://www.facebook.com/repstephenlynch,Representative Stephen F. Lynch - Home | Facebook,repstephenlynch,Stephen F. Lynch
https://www.facebook.com/GusBilirakis/photos/im-so-proud-of-my-son-michael-who-graduated-magna-cum-laude-while-he-enjoyed-bei/1261883043841847/,,GusBilirakis,Gus Bilirakis
https://www.facebook.com/JohnKatkoForCongress/,John Katko for Congress - Home | Facebook,JohnKatkoForCongress,John Katko
https://www.facebook.com/BurchettForCongress/,Tim Burchett for Congress - Home | Facebook,BurchettForCongress,Tim Burchett
https://www.facebook.com/RepDavidScott/videos/rep-scott-awards-cbc-education-scholarships/3085848844817797/,Congressman David Scott - Rep. Scott Awards CBC Education Scholarships,RepDavidScott,David Scott
https://www.facebook.com/CarsonforCongress/,,CarsonforCongress,André Carson
