"qry","qry_clean","Twitter","governor","congress","candidate","state","district","party","chamber","date_started_position","full_term","Notes","relevance_score","in_data"
"Dan Sullivan","Dan Sullivan","SenDanSullivan",FALSE,TRUE,FALSE,"AK",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Lisa Murkowski","Lisa Murkowski","LisaForSenate",FALSE,TRUE,FALSE,"AK",NA,"Republican","Sen","20-Dec-02",1,NA,6,1
"Lisa Murkowski","Lisa Murkowski","lisamurkowski",FALSE,TRUE,FALSE,"AK",NA,"Republican","Sen","20-Dec-02",1,NA,6,1
"Doug Jones","Doug Jones","DougJones",FALSE,TRUE,FALSE,"AL",NA,"Democrat","Sen","3-Jan-18",1,NA,6,1
"Doug Jones","Doug Jones","sendougjones",FALSE,TRUE,FALSE,"AL",NA,"Democrat","Sen","3-Jan-18",1,NA,6,1
"Richard Shelby","Richard Shelby","SenShelby",FALSE,TRUE,FALSE,"AL",NA,"Republican","Sen","3-Jan-87",1,NA,6,1
"John Boozman","John Boozman","JohnBoozman",FALSE,TRUE,FALSE,"AR",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Tom Cotton","Tom Cotton","SenTomCotton",FALSE,TRUE,FALSE,"AR",NA,"Republican","Sen","3-Jan-15",1,"AR-4 in 2013-2015",6,1
"Tom Cotton","Tom Cotton","TomCottonAR",FALSE,TRUE,FALSE,"AR",NA,"Republican","Sen","3-Jan-15",1,"AR-4 in 2013-2015",6,1
"Kyrsten Sinema","Kyrsten Sinema","krystensinema",FALSE,TRUE,FALSE,"AZ",NA,"Democrat","Sen","3-Jan-19",1,"AZ-9 from 2013-2019, Democrat at the time, then independent",6,1
"Kyrsten Sinema","Kyrsten Sinema","SenatorSinema",FALSE,TRUE,FALSE,"AZ",NA,"Democrat","Sen","3-Jan-19",1,NA,6,1
"Mark Kelly","Mark Kelly","SenMarkKelly",FALSE,TRUE,FALSE,"AZ",NA,"Democrat","Sen","2-Dec-20",0,"From 12/22020",NA,0
"Martha McSally","Martha McSally","SenMcSallyAZ",FALSE,TRUE,FALSE,"AZ",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Dianne Feinstein","Dianne Feinstein","SenFeinstein",FALSE,TRUE,FALSE,"CA",NA,"Democrat","Sen","4-Nov-92",1,NA,6,1
"Kamala Harris","Kamala Harris","KamalaHarris",FALSE,TRUE,TRUE,"CA",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Kamala Harris","Kamala Harris","SenKamalaHarris",FALSE,TRUE,TRUE,"CA",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Cory Gardner","Cory Gardner","corygardner",FALSE,TRUE,FALSE,"CO",NA,"Republican","Sen","3-Jan-15",1,NA,5,1
"Cory Gardner","Cory Gardner","SenCoryGardner",FALSE,TRUE,FALSE,"CO",NA,"Republican","Sen","3-Jan-15",1,NA,5,1
"Michael Bennet","Michael Bennet","MichaelBennet",FALSE,TRUE,TRUE,"CO",NA,"Democrat","Sen","21-Jan-09",1,NA,6,1
"Michael Bennet","Michael Bennet","SenatorBennet",FALSE,TRUE,TRUE,"CO",NA,"Democrat","Sen","21-Jan-09",1,NA,6,1
"Chris Murphy","Chris Murphy","ChrisMurphyCT",FALSE,TRUE,FALSE,"CT",NA,"Democrat","Sen","3-Jan-13",1,"CT-5 from 2007-2013",5,1
"Chris Murphy","Chris Murphy","senmurphyoffice",FALSE,TRUE,FALSE,"CT",NA,"Democrat","Sen","3-Jan-13",1,NA,5,1
"Richard Blumenthal","Richard Blumenthal","SenBlumenthal",FALSE,TRUE,FALSE,"CT",NA,"Democrat","Sen","3-Jan-11",1,NA,6,1
"Chris Coons","Chris Coons","ChrisCoons",FALSE,TRUE,FALSE,"DE",NA,"Democrat","Sen","15-Nov-10",1,NA,6,1
"Tom Carper","Tom Carper","SenatorCarper",FALSE,TRUE,FALSE,"DE",NA,"Democrat","Sen","3-Jan-01",1,NA,4,1
"Tom Carper","Tom Carper","TomCarperforDe",FALSE,TRUE,FALSE,"DE",NA,"Democrat","Sen","3-Jan-01",1,NA,4,1
"Marco Rubio","Marco Rubio","marcorubio",FALSE,TRUE,FALSE,"FL",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Marco Rubio","Marco Rubio","SenRubioPress",FALSE,TRUE,FALSE,"FL",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Rick Scott","Rick Scott","SenRickScott",FALSE,TRUE,FALSE,"FL",NA,"Republican","Sen","8-Jan-19",1,NA,6,1
"David Perdue","David Perdue","sendavidperdue",FALSE,TRUE,FALSE,"GA",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"David Perdue","David Perdue","perduesenate",FALSE,TRUE,FALSE,"GA",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Johnny Isakson","Johnny Isakson","SenatorIsakson",FALSE,TRUE,FALSE,"GA",NA,"Republican","Sen","3-Jan-05",1,"GA-6 from 1999-2005",5,1
"Kelly Loeffler","Kelly Loeffler","senatorloeffler",FALSE,TRUE,FALSE,"GA",NA,"Republican","Sen","6-Jan-20",0,"from 1/6/2020",NA,0
"Kelly Loeffler","Kelly Loeffler","kloeffler",FALSE,TRUE,FALSE,"GA",NA,"Republican","Sen","7-Jan-20",0,"from 1/6/2021",NA,0
"Brian Schatz","Brian Schatz","brianschatz",FALSE,TRUE,FALSE,"HI",NA,"Democrat","Sen","26-Dec-12",1,NA,6,1
"Brian Schatz","Brian Schatz","SenBrianSchatz",FALSE,TRUE,FALSE,"HI",NA,"Democrat","Sen","26-Dec-12",1,NA,6,1
"Mazie Hirono","Mazie Hirono","MazieHirono",FALSE,TRUE,FALSE,"HI",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Chuck Grassley","Chuck Grassley","ChuckGrassley",FALSE,TRUE,FALSE,"IA",NA,"Republican","Sen","3-Jan-19",1,"IA-3 1975-1981",6,1
"Joni Ernst","Joni Ernst","joniernst",FALSE,TRUE,FALSE,"IA",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Joni Ernst","Joni Ernst","SenJoniErnst",FALSE,TRUE,FALSE,"IA",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Jim Risch","Jim Risch","SenatorRisch",FALSE,TRUE,FALSE,"ID",NA,"Republican","Sen","3-Jan-09",1,NA,6,1
"Mike Crapo","Mike Crapo","MikeCrapo",FALSE,TRUE,FALSE,"ID",NA,"Republican","Sen","3-Jan-99",1,"ID-2 from 1993-1999",5,1
"Dick Durbin","Dick Durbin","SenatorDurbin",FALSE,TRUE,FALSE,"IL",NA,"Democrat","Sen","3-Jan-15",1,NA,6,1
"Dick Durbin","Dick Durbin","DickDurbin",FALSE,TRUE,FALSE,"IL",NA,"Democrat","Sen","3-Jan-15",1,NA,6,1
"Tammy Duckworth","Tammy Duckworth","SenDuckworth",FALSE,TRUE,FALSE,"IL",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Mike Braun","Mike Braun","SenatorBraun",FALSE,TRUE,FALSE,"IN",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Todd Young","Todd Young","SenToddYoung",FALSE,TRUE,FALSE,"IN",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Todd Young","Todd Young","ToddYoungIN",FALSE,TRUE,FALSE,"IN",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Jerry Moran","Jerry Moran","JerryMoran",FALSE,TRUE,FALSE,"KS",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Pat Roberts","Pat Roberts","SenPatRoberts",FALSE,TRUE,FALSE,"KS",NA,"Republican","Sen","3-Jan-97",1,NA,6,1
"Mitch McConnell","Mitch McConnell","LeaderMcConnell",FALSE,TRUE,FALSE,"KY",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Mitch McConnell","Mitch McConnell","McConnellPress",FALSE,TRUE,FALSE,"KY",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Mitch McConnell","Mitch McConnell","senatemajldr",FALSE,TRUE,FALSE,"KY",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Mitch McConnell","Mitch McConnell","Team_Mitch",FALSE,TRUE,FALSE,"KY",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Rand Paul","Rand Paul","RandPaul",FALSE,TRUE,FALSE,"KY",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Bill Cassidy","Bill Cassidy","BillCassidy",FALSE,TRUE,FALSE,"LA",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Bill Cassidy","Bill Cassidy","SenBillCassidy",FALSE,TRUE,FALSE,"LA",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"John Kennedy","John Kennedy","SenJohnKennedy",FALSE,TRUE,FALSE,"LA",NA,"Republican","Sen","3-Jan-17",1,NA,3,1
"Ed Markey","Ed Markey","SenMarkey",FALSE,TRUE,FALSE,"MA",NA,"Democrat","Sen","16-Jul-13",1,NA,6,1
"Ed Markey","Ed Markey","EdMarkey",FALSE,TRUE,FALSE,"MA",NA,"Democrat","Sen","16-Jul-13",1,NA,6,1
"Elizabeth Warren","Elizabeth Warren","ewarren",FALSE,TRUE,TRUE,"MA",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Elizabeth Warren","Elizabeth Warren","SenWarren",FALSE,TRUE,TRUE,"MA",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Ben Cardin","Ben Cardin","SenatorCardin",FALSE,TRUE,FALSE,"MD",NA,"Democrat","Sen","3-Jan-07",1,"MD-3 from 1987-2007",6,1
"Chris Van Hollen","Chris Van Hollen","ChrisVanHollen",FALSE,TRUE,FALSE,"MD",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Angus King","Angus King","SenAngusKing",FALSE,TRUE,FALSE,"ME",NA,"Independent","Sen","3-Jan-13",1,NA,5,1
"Susan Collins","Susan Collins","SenatorCollins",FALSE,TRUE,FALSE,"ME",NA,"Republican","Sen","3-Jan-97",1,NA,5,1
"Debbie Stabenow","Debbie Stabenow","SenStabenow",FALSE,TRUE,FALSE,"MI",NA,"Democrat","Sen","3-Jan-01",1,NA,6,1
"Debbie Stabenow","Debbie Stabenow","stabenow",FALSE,TRUE,FALSE,"MI",NA,"Democrat","Sen","3-Jan-01",1,NA,6,1
"Gary Peters","Gary Peters","GaryPeters",FALSE,TRUE,FALSE,"MI",NA,"Democrat","Sen","3-Jan-19",1,"MI-14 from 2009-2015",6,1
"Gary Peters","Gary Peters","SenGaryPeters",FALSE,TRUE,FALSE,"MI",NA,"Democrat","Sen","3-Jan-19",1,"MI-14 from 2009-2015",6,1
"Amy Klobuchar","Amy Klobuchar","amyklobuchar",FALSE,TRUE,TRUE,"MN",NA,"Democrat","Sen","3-Jan-07",1,NA,6,1
"Amy Klobuchar","Amy Klobuchar","SenAmyKlobuchar",FALSE,TRUE,TRUE,"MN",NA,"Democrat","Sen","3-Jan-07",1,NA,6,1
"Tina Smith","Tina Smith","SenTinaSmith",FALSE,TRUE,FALSE,"MN",NA,"Democrat","Sen","3-Jan-18",1,NA,6,1
"Tina Smith","Tina Smith","TinaSmithMN",FALSE,TRUE,FALSE,"MN",NA,"Democrat","Sen","3-Jan-18",1,NA,6,1
"Josh Hawley","Josh Hawley","HawleyMO",FALSE,TRUE,FALSE,"MO",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Josh Hawley","Josh Hawley","SenHawleyPress",FALSE,TRUE,FALSE,"MO",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Roy Blunt","Roy Blunt","RoyBlunt",FALSE,TRUE,FALSE,"MO",NA,"Republican","Sen","10-Apr-18",1,"MO-7 from 1997-2011",6,1
"Cindy Hyde-Smith","Cindy Hyde-Smith","cindyhydesmith",FALSE,TRUE,FALSE,"MS",NA,"Republican","Sen","9-Apr-18",1,NA,6,1
"Cindy Hyde-Smith","Cindy Hyde-Smith","SenHydeSmith",FALSE,TRUE,FALSE,"MS",NA,"Republican","Sen","9-Apr-18",1,NA,6,1
"Roger Wicker","Roger Wicker","SenatorWicker",FALSE,TRUE,FALSE,"MS",NA,"Republican","Sen","31-Dec-07",1,NA,6,1
"Jon Tester","Jon Tester","SenatorTester",FALSE,TRUE,FALSE,"MT",NA,"Democrat","Sen","3-Jan-07",1,NA,6,1
"Steve Daines","Steve Daines","SteveDaines",FALSE,TRUE,FALSE,"MT",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Richard Burr","Richard Burr","SenatorBurr",FALSE,TRUE,FALSE,"NC",NA,"Republican","Sen","3-Jan-05",1,NA,6,1
"Thom Tillis","Thom Tillis","SenThomTillis",FALSE,TRUE,FALSE,"NC",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Thom Tillis","Thom Tillis","ThomTillis",FALSE,TRUE,FALSE,"NC",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"John Hoeven","John Hoeven","SenJohnHoeven",FALSE,TRUE,FALSE,"ND",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Kevin Cramer","Kevin Cramer","SenKevinCramer",FALSE,TRUE,FALSE,"ND",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Kevin Cramer","Kevin Cramer","kevincramer",FALSE,TRUE,FALSE,"ND",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Ben Sasse","Ben Sasse","BenSasse",FALSE,TRUE,TRUE,"NE",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Ben Sasse","Ben Sasse","SenSasse",FALSE,TRUE,TRUE,"NE",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Deb Fischer","Deb Fischer","SenatorFischer",FALSE,TRUE,FALSE,"NE",NA,"Republican","Sen","3-Jan-13",1,NA,6,1
"Jeanne Shaheen","Jeanne Shaheen","SenatorShaheen",FALSE,TRUE,FALSE,"NH",NA,"Democrat","Sen","3-Jan-09",1,NA,6,1
"Maggie Hassan","Maggie Hassan","Maggie_Hassan",FALSE,TRUE,FALSE,"NH",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Maggie Hassan","Maggie Hassan","SenatorHassan",FALSE,TRUE,FALSE,"NH",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Bob Menendez","Bob Menendez","SenatorMenendez",FALSE,TRUE,FALSE,"NJ",NA,"Democrat","Sen","17-Jan-06",1,"NJ-13 1993-2006",6,1
"Cory Booker","Cory Booker","CoryBooker",FALSE,TRUE,TRUE,"NJ",NA,"Democrat","Sen","31-Oct-13",1,NA,6,1
"Cory Booker","Cory Booker","SenBooker",FALSE,TRUE,TRUE,"NJ",NA,"Democrat","Sen","31-Oct-13",1,NA,6,1
"Martin Heinrich","Martin Heinrich","MartinHeinrich",FALSE,TRUE,FALSE,"NM",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Martin Heinrich","Martin Heinrich","SenatorHeinrich",FALSE,TRUE,FALSE,"NM",NA,"Democrat","Sen","3-Jan-13",1,"NM-1 2009-2013",6,1
"Tom Udall","Tom Udall","SenatorTomUdall",FALSE,TRUE,FALSE,"NM",NA,"Democrat","Sen","3-Jan-09",1,NA,6,1
"Catherine Cortez Masto","Catherine Cortez Masto","CatherineforNV",FALSE,TRUE,FALSE,"NV",NA,"Democrat","Sen","3-Jan-19",1,NA,6,1
"Catherine Cortez Masto","Catherine Cortez Masto","SenCortezMasto",FALSE,TRUE,FALSE,"NV",NA,"Democrat","Sen","3-Jan-19",1,NA,6,1
"Catherine Cortez Masto","Catherine Cortez Masto","sencortezmasto",FALSE,TRUE,FALSE,"NV",NA,"Democrat","Sen","3-Jan-19",1,NA,6,1
"Jacky Rosen","Jacky Rosen","SenJackyRosen",FALSE,TRUE,FALSE,"NV",NA,"Democrat","Sen","3-Jan-19",1,NA,6,1
"Chuck Schumer","Chuck Schumer","SenSchumer",FALSE,TRUE,FALSE,"NY",NA,"Democrat","Sen","3-Jan-17",1,"NY-16",6,1
"Kirsten Gillibrand","Kirsten Gillibrand","GillibrandNY",FALSE,TRUE,TRUE,"NY",NA,"Democrat","Sen","26-Jan-09",1,NA,5,1
"Kirsten Gillibrand","Kirsten Gillibrand","SenGillibrand",FALSE,TRUE,TRUE,"NY",NA,"Democrat","Sen","26-Jan-09",1,NA,5,1
"Rob Portman","Rob Portman","senrobportman",FALSE,TRUE,FALSE,"OH",NA,"Republican","Sen","3-Jan-11",1,"OH-2 from 1993 to 2005",6,1
"Sherrod Brown","Sherrod Brown","SenSherrodBrown",FALSE,TRUE,FALSE,"OH",NA,"Democrat","Sen","3-Jan-07",1,"OH-13 from 1993 to 2007",6,1
"Sherrod Brown","Sherrod Brown","sherrodbrown",FALSE,TRUE,FALSE,"OH",NA,"Democrat","Sen","3-Jan-07",1,"OH-13 from 1993 to 2007",6,1
"James Lankford","James Lankford","SenatorLankford",FALSE,TRUE,FALSE,"OK",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"James Lankford","James Lankford","jameslankford",FALSE,TRUE,FALSE,"OK",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Jim Inhofe","Jim Inhofe","InhofePress",FALSE,TRUE,FALSE,"OK",NA,"Republican","Sen","17-Nov-94",1,NA,6,1
"Jim Inhofe","Jim Inhofe","JimInhofe",FALSE,TRUE,FALSE,"OK",NA,"Republican","Sen","19-Nov-94",1,NA,6,1
"Jeff Merkley","Jeff Merkley","JeffMerkley",FALSE,TRUE,FALSE,"OR",NA,"Democrat","Sen","3-Jan-09",1,NA,6,1
"Jeff Merkley","Jeff Merkley","SenJeffMerkley",FALSE,TRUE,FALSE,"OR",NA,"Democrat","Sen","3-Jan-09",1,NA,6,1
"Ron Wyden","Ron Wyden","RonWyden",FALSE,TRUE,FALSE,"OR",NA,"Democrat","Sen","5-Feb-96",1,NA,6,1
"Bob Casey Jr.","Bob Casey Jr.","SenBobCasey",FALSE,TRUE,FALSE,"PA",NA,"Democrat","Sen","3-Jan-07",1,NA,6,1
"Pat Toomey","Pat Toomey","SenToomey",FALSE,TRUE,FALSE,"PA",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Jack Reed","Jack Reed","SenJackReed",FALSE,TRUE,FALSE,"RI",NA,"Democrat","Sen","3-Jan-97",1,NA,4,1
"Sheldon Whitehouse","Sheldon Whitehouse","SenWhitehouse",FALSE,TRUE,FALSE,"RI",NA,"Democrat","Sen","3-Jan-07",1,NA,6,1
"Lindsey Graham","Lindsey Graham","GrahamBlog",FALSE,TRUE,FALSE,"SC",NA,"Republican","Sen","3-Jan-03",1,NA,6,1
"Lindsey Graham","Lindsey Graham","LindseyGrahamSC",FALSE,TRUE,FALSE,"SC",NA,"Republican","Sen","3-Jan-03",1,NA,6,1
"Tim Scott","Tim Scott","SenatorTimScott",FALSE,TRUE,FALSE,"SC",NA,"Republican","Sen","2-Jan-13",1,NA,6,1
"John Thune","John Thune","SenJohnThune",FALSE,TRUE,FALSE,"SD",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Mike Rounds","Mike Rounds","SenatorRounds",FALSE,TRUE,FALSE,"SD",NA,"Republican","Sen","3-Jan-15",1,NA,6,1
"Lamar Alexander","Lamar Alexander","SenAlexander",FALSE,TRUE,FALSE,"TN",NA,"Republican","Sen","3-Jan-03",1,NA,5,1
"Lamar Alexander","Lamar Alexander","lamaralexander",FALSE,TRUE,FALSE,"TN",NA,"Republican","Sen","3-Jan-03",1,NA,5,1
"Marsha Blackburn","Marsha Blackburn","MarshaBlackburn",FALSE,TRUE,FALSE,"TN",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"John Cornyn","John Cornyn","JohnCornyn",FALSE,TRUE,FALSE,"TX",NA,"Republican","Sen","2-Dec-02",1,NA,5,1
"Ted Cruz","Ted Cruz","SenTedCruz",FALSE,TRUE,FALSE,"TX",NA,"Republican","Sen","3-Jan-13",1,NA,6,1
"Ted Cruz","Ted Cruz","tedcruz",FALSE,TRUE,FALSE,"TX",NA,"Republican","Sen","3-Jan-13",1,NA,6,1
"Mike Lee","Mike Lee","SenMikeLee",FALSE,TRUE,FALSE,"UT",NA,"Republican","Sen","3-Jan-19",1,NA,5,1
"Mitt Romney","Mitt Romney","MittRomney",FALSE,TRUE,FALSE,"UT",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Mitt Romney","Mitt Romney","SenatorRomney",FALSE,TRUE,FALSE,"UT",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Mark Warner","Mark Warner","MarkWarner",FALSE,TRUE,FALSE,"VA",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Tim Kaine","Tim Kaine","SenTimKaine",FALSE,TRUE,FALSE,"VA",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Tim Kaine","Tim Kaine","timkaine",FALSE,TRUE,FALSE,"VA",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Bernie Sanders","Bernie Sanders","BernieSanders",FALSE,TRUE,TRUE,"VT",NA,"Independent","Sen","3-Jan-07",1,NA,6,1
"Bernie Sanders","Bernie Sanders","SenSanders",FALSE,TRUE,TRUE,"VT",NA,"Independent","Sen","3-Jan-07",1,NA,6,1
"Patrick Leahy","Patrick Leahy","SenatorLeahy",FALSE,TRUE,FALSE,"VT",NA,"Democrat","Sen","3-Jan-75",1,NA,6,1
"Maria Cantwell","Maria Cantwell","SenatorCantwell",FALSE,TRUE,FALSE,"WA",NA,"Democrat","Sen","3-Jan-01",1,"WA-1 from 1993-1995",6,1
"Patty Murray","Patty Murray","PattyMurray",FALSE,TRUE,FALSE,"WA",NA,"Democrat","Sen","3-Jan-17",1,NA,6,1
"Ron Johnson","Ron Johnson","RonJohnsonWI",FALSE,TRUE,FALSE,"WI",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Ron Johnson","Ron Johnson","SenRonJohnson",FALSE,TRUE,FALSE,"WI",NA,"Republican","Sen","3-Jan-11",1,NA,6,1
"Tammy Baldwin","Tammy Baldwin","SenatorBaldwin",FALSE,TRUE,FALSE,"WI",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Tammy Baldwin","Tammy Baldwin","tammybaldwin",FALSE,TRUE,FALSE,"WI",NA,"Democrat","Sen","3-Jan-13",1,NA,6,1
"Joe Manchin","Joe Manchin","Sen_JoeManchin",FALSE,TRUE,FALSE,"WV",NA,"Democrat","Sen","15-Nov-10",1,NA,6,1
"Shelley Moore Capito","Shelley Moore Capito","SenCapito",FALSE,TRUE,FALSE,"WV",NA,"Republican","Sen","3-Jan-15",1,"WV-2 from 2001 -2015",6,1
"John Barrasso","John Barrasso","SenJohnBarrasso",FALSE,TRUE,FALSE,"WY",NA,"Republican","Sen","3-Jan-19",1,NA,6,1
"Mike Enzi","Mike Enzi","SenatorEnzi",FALSE,TRUE,FALSE,"WY",NA,"Republican","Sen","3-Jan-97",1,NA,5,1
"Don Young","Don Young","DonYoungAK",FALSE,TRUE,FALSE,"AK",0,"Republican","Rep","5-Dec-17",1,NA,6,1
"Don Young","Don Young","repdonyoung",FALSE,TRUE,FALSE,"AK",0,"Republican","Rep","5-Dec-17",1,NA,6,1
"Bradley Byrne","Bradley Byrne","bradleybyrne",FALSE,TRUE,FALSE,"AL",1,"Republican","Rep","8-Jan-14",1,NA,5,1
